# created by LinkChecker at 2019-09-16 00:03:57-007
# Get the newest version at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;baseref;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
https://staydrysystems.com/cart/?undo_item=45d03ffd5d09e1890853fdb75c6c2dcc&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;724;93;Undo?;0.0999810695648;133769;2.9911570549;0;3;
https://staydrysystems.com/cart/?undo_item=d831212af97358de7814ceabe9df3a76&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;725;106;Undo?;0.0937449932098;133769;3.15197587013;0;3;
https://staydrysystems.com/cart/?undo_item=8228e95b49b47839939e457cc31180a1&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;727;97;Undo?;0.0887749195099;133769;3.06347107887;0;3;
https://staydrysystems.com/cart/?undo_item=dad3e2f9f12d499134c17426f1220b3a&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;726;99;Undo?;0.0857698917389;133769;3.45059895515;0;3;
https://staydrysystems.com/cart/?undo_item=0aeb773c5cebbcb9c04213b978490cdf&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;728;94;Undo?;0.100244998932;133769;3.74001312256;0;3;
https://staydrysystems.com/cart/?undo_item=a6f828642154a4211b3115288fd3f741&_wpnonce=964d1e80f9;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/shop/extra-long-shower-rings-institutional/'.;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;729;107;Undo?;0.102312088013;133769;3.59160590172;0;3;
/shop/extra-long-shower-rings-institutional/?add-to-cart=66545;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;Redirected to `https://staydrysystems.com/cart/'.;True;https://staydrysystems.com/cart/;1169;21;Add to cart;0.0859339237213;96654;3.29166007042;0;3;
https://staydrysystems.com/shop/enviro-shower-curtain-kit/feed/;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/shop/enviro-shower-curtain-kit/feed/;56;1;;-1;-1;3.36379408836;0;3;
/shop/extra-long-shower-rings-institutional/?add-to-cart=66397;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/;;200 OK;;;True;https://staydrysystems.com/shop/extra-long-shower-rings-institutional/?add-to-cart=66397;1199;21;Add to cart;0.088042974472;132457;3.90005016327;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshop%2Fenviro-shower-curtain-kit%2F;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shop/enviro-shower-curtain-kit/;120;1;;-1;-1;2.55427503586;0;3;
https://staydrysystems.com/?p=66519;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/shop/enviro-shower-curtain-kit/'.;True;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;0;0;Link: header shortlink;0.0716359615326;104645;3.90391302109;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshop%2Fenviro-shower-curtain-kit%2F&format=xml;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shop/enviro-shower-curtain-kit/&format=xml;121;1;;0.000428915023804;2616;2.49421191216;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail.jpg;828;51;;-1;63604;2.50672101974;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-150x150.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-150x150.jpg;828;136;;-1;7433;2.54658699036;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-150x150@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-150x150@2x.jpg;828;136;;-1;15117;2.95031905174;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail.jpg;828;735;;-1;41400;2.90578198433;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-300x300@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-mid-detail-300x300@2x.jpg;828;136;;-1;42797;3.23001408577;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-150x150.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-150x150.jpg;828;822;;-1;5300;3.49342393875;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-150x150@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-150x150@2x.jpg;828;822;;-1;10335;3.62927699089;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents.jpg;828;1431;;-1;36630;3.48267006874;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-300x300@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-lower-detail-300x300@2x.jpg;828;822;;-1;29820;3.6150829792;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-150x150.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-150x150.jpg;828;1526;;-1;5658;3.50497508049;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-150x150@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-150x150@2x.jpg;828;1526;;-1;10696;4.06615686417;0;3;
https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-300x300@2x.jpg;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/enviro-kit-package-contents-300x300@2x.jpg;828;1526;;-1;30050;4.14221596718;0;3;
http://staydrysystems.com/app/uploads/2014/12/enviro-kit-install-instructions.pdf;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/app/uploads/2014/12/enviro-kit-install-instructions.pdf'.;True;https://staydrysystems.com/app/uploads/2014/12/enviro-kit-install-instructions.pdf;990;4;enviro-kit-install-instructions;-1;1133025;3.79563498497;0;3;
/shop/enviro-shower-curtain-kit/?add-to-cart=66566;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/cart/'.;True;https://staydrysystems.com/cart/;1077;21;Add to cart;0.0913989543915;96654;3.85927391052;0;3;
/shop/enviro-shower-curtain-kit/?add-to-cart=66565;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/cart/'.;True;https://staydrysystems.com/cart/;1110;21;Add to cart;0.0820660591125;96654;4.04825901985;0;3;
/shop/enviro-shower-curtain-kit/?add-to-cart=66564;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/cart/'.;True;https://staydrysystems.com/cart/;1146;21;Add to cart;0.0842850208282;96654;3.16643381119;0;3;
/shop/enviro-shower-curtain-kit/?add-to-cart=66550;https://staydrysystems.com/shop/enviro-shower-curtain-kit/;;200 OK;;Redirected to `https://staydrysystems.com/cart/'.;True;https://staydrysystems.com/cart/;1177;21;Add to cart;0.0942459106445;96654;3.3011879921;0;3;
https://staydrysystems.com/?p=101487;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;;200 OK;;Redirected to `https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/'.;True;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;0;0;Link: header shortlink;0.0833449363708;71325;3.70597481728;0;3;
https://staydrysystems.com/author/admin/feed/;https://staydrysystems.com/author/admin/;;200 OK;;;True;https://staydrysystems.com/author/admin/feed/;36;1;;-1;-1;3.97009015083;0;3;
https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/feed/;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/feed/;39;1;;-1;-1;4.3046400547;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fa-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain%2F;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;101;1;;-1;-1;3.76677393913;0;3;
https://staydrysystems.com/the-alternative-to-a-shower-door/feed/;https://staydrysystems.com/the-alternative-to-a-shower-door/;;200 OK;;;True;https://staydrysystems.com/the-alternative-to-a-shower-door/feed/;41;1;;-1;-1;2.45453000069;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fa-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain%2F&format=xml;https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/a-simple-option-to-dropping-the-shower-rod-or-adding-extra-length-to-your-shower-curtain/&format=xml;102;1;;0.000253915786743;2717;3.47327399254;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fthe-alternative-to-a-shower-door%2F;https://staydrysystems.com/the-alternative-to-a-shower-door/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/the-alternative-to-a-shower-door/;103;1;;-1;-1;2.50997281075;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fthe-alternative-to-a-shower-door%2F&format=xml;https://staydrysystems.com/the-alternative-to-a-shower-door/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/the-alternative-to-a-shower-door/&format=xml;104;1;;0.00121092796326;2437;2.62196111679;0;3;
https://staydrysystems.com/?p=101485;https://staydrysystems.com/the-alternative-to-a-shower-door/;;200 OK;;Redirected to `https://staydrysystems.com/the-alternative-to-a-shower-door/'.;True;https://staydrysystems.com/the-alternative-to-a-shower-door/;0;0;Link: header shortlink;0.0920879840851;72053;3.46328306198;0;3;
https://staydrysystems.com/?p=101482;https://staydrysystems.com/the-leak-free-shower-curtain/;;200 OK;;Redirected to `https://staydrysystems.com/the-leak-free-shower-curtain/'.;True;https://staydrysystems.com/the-leak-free-shower-curtain/;0;0;Link: header shortlink;0.0952451229095;71858;2.48528885841;0;3;
https://staydrysystems.com/the-leak-free-shower-curtain/feed/;https://staydrysystems.com/the-leak-free-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/the-leak-free-shower-curtain/feed/;39;1;;-1;-1;2.33094716072;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fthe-leak-free-shower-curtain%2F;https://staydrysystems.com/the-leak-free-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/the-leak-free-shower-curtain/;101;1;;-1;-1;2.85310411453;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fthe-leak-free-shower-curtain%2F&format=xml;https://staydrysystems.com/the-leak-free-shower-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/the-leak-free-shower-curtain/&format=xml;102;1;;0.000247001647949;2417;2.55741691589;0;3;
https://staydrysystems.com/?p=100497;https://staydrysystems.com/size-length-order-extra-long-shower-rings/;;200 OK;;Redirected to `https://staydrysystems.com/size-length-order-extra-long-shower-rings/'.;True;https://staydrysystems.com/size-length-order-extra-long-shower-rings/;0;0;Link: header shortlink;0.0942180156708;72040;2.74480104446;0;3;
https://staydrysystems.com/size-length-order-extra-long-shower-rings/feed/;https://staydrysystems.com/size-length-order-extra-long-shower-rings/;;200 OK;;;True;https://staydrysystems.com/size-length-order-extra-long-shower-rings/feed/;41;1;;-1;-1;2.87360811234;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fsize-length-order-extra-long-shower-rings%2F;https://staydrysystems.com/size-length-order-extra-long-shower-rings/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/size-length-order-extra-long-shower-rings/;103;1;;-1;-1;3.02419805527;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fsize-length-order-extra-long-shower-rings%2F&format=xml;https://staydrysystems.com/size-length-order-extra-long-shower-rings/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/size-length-order-extra-long-shower-rings/&format=xml;104;1;;0.000191211700439;2557;3.76577401161;0;3;
https://staydrysystems.com/?p=719;https://staydrysystems.com/shower-door-in-a-bag/;;200 OK;;Redirected to `https://staydrysystems.com/shower-door-in-a-bag/'.;True;https://staydrysystems.com/shower-door-in-a-bag/;0;0;Link: header shortlink;0.0863161087036;69927;3.66238021851;0;3;
https://staydrysystems.com/?p=716;https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/;;200 OK;;Redirected to `https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/'.;True;https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/;0;0;Link: header shortlink;0.0910439491272;69900;4.02611112595;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshower-door-in-a-bag%2F;https://staydrysystems.com/shower-door-in-a-bag/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shower-door-in-a-bag/;100;1;;-1;-1;3.8949868679;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshower-door-in-a-bag%2F&format=xml;https://staydrysystems.com/shower-door-in-a-bag/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shower-door-in-a-bag/&format=xml;101;1;;0.000253915786743;2377;4.11156105995;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fcreate-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings%2F;https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/;100;1;;-1;-1;3.73647999763;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fcreate-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings%2F&format=xml;https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/create-an-extra-long-shower-curtain-inexpensively-with-extra-long-shower-rings/&format=xml;101;1;;0.000257015228271;2667;3.19332289696;0;3;
https://staydrysystems.com/?p=521;https://staydrysystems.com/dam-curtain/;;200 OK;;Redirected to `https://staydrysystems.com/dam-curtain/'.;True;https://staydrysystems.com/dam-curtain/;0;0;Link: header shortlink;0.0916728973389;70606;3.26338005066;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fdam-curtain%2F;https://staydrysystems.com/dam-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/dam-curtain/;100;1;;-1;-1;3.39210677147;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fdam-curtain%2F&format=xml;https://staydrysystems.com/dam-curtain/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/dam-curtain/&format=xml;101;1;;0.000362157821655;2332;3.39581394196;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshower-water-dam-basic-fundamentals%2F;https://staydrysystems.com/shower-water-dam-basic-fundamentals/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shower-water-dam-basic-fundamentals/;100;1;;-1;-1;2.50267887115;0;3;
https://staydrysystems.com/?p=516;https://staydrysystems.com/shower-water-dam-basic-fundamentals/;;200 OK;;Redirected to `https://staydrysystems.com/shower-water-dam-basic-fundamentals/'.;True;https://staydrysystems.com/shower-water-dam-basic-fundamentals/;0;0;Link: header shortlink;0.0815808773041;69882;2.62454605103;0;3;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2Fshower-water-dam-basic-fundamentals%2F&format=xml;https://staydrysystems.com/shower-water-dam-basic-fundamentals/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/shower-water-dam-basic-fundamentals/&format=xml;101;1;;0.000349998474121;2472;2.55892014503;0;3;
https://staydrysystems.com/shop/feed/;https://staydrysystems.com/shop/;;200 OK;;;True;https://staydrysystems.com/shop/feed/;48;1;;-1;-1;3.05985403061;0;3;
